N = 8276055
  31 velsmakende
  31 utfoldelse
  31 utelivsbransjen
  31 utbygger
  31 tilfredshet
  31 tenning
  31 svømmehall
  31 støtteapparat
  31 stempel
  31 språklige
  31 spillemessig
  31 slanking
  31 skjønnhet
  31 selvbestemmelse
  31 samfunnsøkonomisk
  31 sametingspresident
  31 samepolitiske
  31 saman
  31 rundkjøringa
  31 renovasjonssjef
  31 regjeringsskiftet
  31 prøveprosjekt
  31 prosjektgruppa
  31 prisstigningen
  31 partikollega
  31 oppsigelser
  31 oljepengene
  31 naiv
  31 måking
  31 militærtjeneste
  31 meteorologiske
  31 mekling
  31 mangelvare
  31 lærebøker
  31 krutt
  31 kommunesammenslåing
  31 julefeiring
  31 internkamp
  31 inntatt
  31 innsenderen
  31 innringede
  31 innledende
  31 ideologiske
  31 ideell
  31 hovedfagsstudent
  31 gymsal
  31 fylkespartiet
  31 funky
  31 fristed
  31 forurensningsloven
  31 forsikringer
  31 forkastelig
  31 foretrekke
  31 foredling
  31 festspillbyen
  31 enkeltes
  31 eiendomsretten
  31 drivkraft
  31 bydelsråd
  31 beroligende
  31 belysning
  31 arabiske
  31 antyde
  31 anelse
  30 yttersida
  30 visuelt
  30 visningen
  30 videresalg
  30 verdensbasis
  30 utgift
  30 utdelingen
  30 utbyggere
  30 ustabil
  30 ungdommelige
  30 uholdbar
  30 tverrpolitisk
  30 tungvint
  30 tjenestetilbudet
